
These predictions were generated by SubDyn on 27-Nov-2023 at 17:39:03.




    Time	  M1N1TDxss	  M1N2TDxss	  M2N1TDxss
    8.4250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.5950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.6950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.7950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.8950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.9950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.0950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.1950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.2950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.3950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.4950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.5950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.6950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.7950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.8950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    9.9950	 1.1218E-01	 2.1218E-01	 9.5511E-01
   10.0000	 1.1218E-01	 2.1218E-01	 9.5511E-01
